代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(股),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),A股流通市值(元),B股流通市值(元),总市值(元),A股流通股本(股),B股流通股本(股),总股本(股),市盈率,市净率,市销率,市现率,
000006.SZ,深振业A,1992-06-02,1.7296,1.7296,1.7296,1.614,1.6561,26800,7159000,-0.0734,-4.2457,267.1269,0.1719,826518040,N/A,1341499960,15594680,0,25311320,71.3795,24.7052,16.0035,N/A,
000006.SZ,深振业A,1992-06-03,1.6561,1.6561,1.6561,1.5249,1.5358,33900,8721000,-0.1203,-7.2642,257.2566,0.2174,766478522,N/A,1244051378,15594680,0,25311320,66.1944,22.9106,14.841,N/A,
000006.SZ,深振业A,1992-06-04,1.5358,1.5343,1.5468,1.4155,1.5452,40300,9597000,0.0094,0.6104,238.139,0.2584,771156926,N/A,1251644774,15594680,0,25311320,66.5985,23.0505,14.9316,N/A,
000006.SZ,深振业A,1992-06-05,1.5452,1.5499,1.6499,1.5499,1.5811,37700,9670000,0.0359,2.3256,256.4987,0.2417,789090808,N/A,1280752792,15594680,0,25311320,68.1473,23.5865,15.2789,N/A,
000006.SZ,深振业A,1992-06-08,1.5811,1.5811,1.5811,1.4687,1.5171,41900,10147000,-0.0641,-4.0514,242.1718,0.2687,757121714,N/A,1228864586,15594680,0,25311320,65.3864,22.6309,14.6598,N/A,
000006.SZ,深振业A,1992-06-09,1.5171,1.5218,1.5218,1.4374,1.4468,17900,4259000,-0.0703,-4.6344,237.933,0.1148,722033684,N/A,1171914116,15594680,0,25311320,62.3561,21.5821,13.9805,N/A,
000006.SZ,深振业A,1992-06-10,1.4468,1.4374,1.5124,1.4062,1.4843,17700,4160000,0.0375,2.5918,235.0282,0.1135,740747300,N/A,1202287700,15594680,0,25311320,63.9722,22.1415,14.3428,N/A,
000006.SZ,深振业A,1992-06-11,1.4843,1.489,1.489,1.4358,1.453,13900,3261000,-0.0312,-2.1053,234.6043,0.0891,725152620,N/A,1176976380,15594680,0,25311320,62.6254,21.6754,14.0408,N/A,
000006.SZ,深振业A,1992-06-12,1.453,1.4483,1.478,1.4218,1.4718,35500,8248000,0.0187,1.2903,232.338,0.2276,734509428,N/A,1192163172,15594680,0,25311320,63.4335,21.955,14.222,N/A,
000006.SZ,深振业A,1992-06-15,1.4718,1.4687,1.4702,1.4468,1.4593,14300,3346000,-0.0125,-0.8493,233.986,0.0917,728271556,N/A,1182038644,15594680,0,25311320,62.8948,21.7686,14.1012,N/A,
000006.SZ,深振业A,1992-06-16,1.4593,1.4546,1.4546,1.3905,1.3999,38200,8672000,-0.0594,-4.0685,227.0157,0.245,698641664,N/A,1133947136,15594680,0,25311320,60.3359,20.8829,13.5275,N/A,
000006.SZ,深振业A,1992-06-17,1.3999,1.3968,1.4624,1.3124,1.4624,37400,8193000,0.0625,4.4643,219.0642,0.2398,729831024,N/A,1184569776,15594680,0,25311320,63.0295,21.8152,14.1314,N/A,
000006.SZ,深振业A,1992-06-18,1.4624,1.4671,1.4827,1.3858,1.3858,43000,9854000,-0.0766,-5.235,229.1628,0.2757,691624058,N/A,1122557042,15594680,0,25311320,59.7299,20.6732,13.3916,N/A,
000006.SZ,深振业A,1992-06-19,1.3858,1.378,1.3921,1.328,1.3749,53900,11771000,-0.0109,-0.7892,218.3859,0.3456,686165920,N/A,1113698080,15594680,0,25311320,59.2585,20.51,13.286,N/A,
000006.SZ,深振业A,1992-06-22,1.3749,1.3749,1.3749,1.328,1.328,33400,7175000,-0.0469,-3.4091,214.8204,0.2142,662773900,N/A,1075731100,15594680,0,25311320,57.2383,19.8108,12.833,N/A,
000006.SZ,深振业A,1992-06-23,1.328,1.3187,1.3499,1.2968,1.3421,23900,5068000,0.0141,1.0588,212.0502,0.1533,669791506,N/A,1087121194,15594680,0,25311320,57.8444,20.0206,12.9689,N/A,
000006.SZ,深振业A,1992-06-24,1.3421,1.3437,1.3687,1.3421,1.3624,27500,5971000,0.0203,1.5134,217.1273,0.1763,679928048,N/A,1103573552,15594680,0,25311320,58.7198,20.3236,13.1652,N/A,
000006.SZ,深振业A,1992-06-25,1.3624,1.3655,1.4062,1.3562,1.4062,19900,4382000,0.0437,3.211,220.201,0.1276,701760600,N/A,1139009400,15594680,0,25311320,60.6053,20.9761,13.5879,N/A,
000006.SZ,深振业A,1992-06-26,1.4062,1.4015,1.4562,1.3937,1.4437,41800,9612000,0.0375,2.6667,229.9522,0.268,720474216,N/A,1169382984,15594680,0,25311320,62.2214,21.5355,13.9503,N/A,
000006.SZ,深振业A,1992-06-29,1.4437,1.4593,1.5624,1.4593,1.5155,44100,10578000,0.0719,4.9784,239.8639,0.2828,756341980,N/A,1227599020,15594680,0,25311320,65.319,22.6076,14.6447,N/A,
000006.SZ,深振业A,1992-06-30,1.5155,1.5155,1.5702,1.5155,1.5702,68300,16985000,0.0547,3.6082,248.6823,0.438,783632670,N/A,1271893830,15594680,0,25311320,67.6759,23.4234,15.1732,N/A,
000006.SZ,深振业A,1992-07-01,1.5702,1.5702,1.5702,1.4983,1.5155,61700,15143000,-0.0547,-3.4826,245.4295,0.3956,756341980,N/A,1227599020,15594680,0,25311320,65.319,22.6076,14.6447,N/A,
000006.SZ,深振业A,1992-07-02,1.5155,1.5155,1.5155,1.4624,1.4937,40600,9731000,-0.0219,-1.4433,239.6798,0.2603,745425704,N/A,1209881096,15594680,0,25311320,64.3763,22.2813,14.4334,N/A,
000006.SZ,深振业A,1992-07-03,1.4937,1.4983,1.5249,1.4843,1.5218,45100,10856000,0.0281,1.8828,240.7095,0.2892,759460916,N/A,1232661284,15594680,0,25311320,65.5884,22.7009,14.7051,N/A,
000006.SZ,深振业A,1992-07-06,1.5218,1.5187,1.5624,1.4937,1.4999,51000,12482000,-0.0219,-1.4374,244.7451,0.327,748544640,N/A,1214943360,15594680,0,25311320,64.6456,22.3746,14.4938,N/A,
000006.SZ,深振业A,1992-07-07,1.4999,1.4937,1.5249,1.4687,1.5155,34700,8344000,0.0156,1.0417,240.4611,0.2225,756341980,N/A,1227599020,15594680,0,25311320,65.319,22.6076,14.6447,N/A,
000006.SZ,深振业A,1992-07-08,1.5155,1.5108,1.5405,1.5062,1.5312,26400,6434000,0.0156,1.0309,243.7121,0.1693,764139320,N/A,1240254680,15594680,0,25311320,65.9924,22.8407,14.7957,N/A,
000006.SZ,深振业A,1992-07-09,1.5312,1.5312,1.5312,1.4999,1.5124,35900,8727000,-0.0187,-1.2245,243.0919,0.2302,754782512,N/A,1225067888,15594680,0,25311320,65.1843,22.561,14.6146,N/A,
000006.SZ,深振业A,1992-07-10,1.5124,1.5155,1.5155,1.4843,1.4999,25500,6118000,-0.0125,-0.8264,239.9216,0.1635,748544640,N/A,1214943360,15594680,0,25311320,64.6456,22.3746,14.4938,N/A,
000006.SZ,深振业A,1992-07-13,1.4999,1.4999,1.5608,1.4999,1.5499,26400,6430000,0.05,3.3333,243.5606,0.1693,773496128,N/A,1255441472,15594680,0,25311320,66.8005,23.1204,14.9769,N/A,
000006.SZ,深振业A,1992-07-14,1.5499,1.5608,1.5811,1.5593,1.564,30700,7697000,0.0141,0.9073,250.7166,0.1969,780513734,N/A,1266831566,15594680,0,25311320,67.4065,23.3301,15.1128,N/A,
000006.SZ,深振业A,1992-07-15,1.564,1.564,1.578,1.5593,1.5718,19500,4892000,0.0078,0.4995,250.8718,0.125,784412404,N/A,1273159396,15594680,0,25311320,67.7432,23.4467,15.1883,N/A,
000006.SZ,深振业A,1992-07-16,1.5718,1.5671,1.603,1.5624,1.603,31800,8019000,0.0312,1.9881,252.1698,0.2039,800007084,N/A,1298470716,15594680,0,25311320,69.09,23.9128,15.4902,N/A,
000006.SZ,深振业A,1992-07-17,1.603,1.6077,1.6468,1.6077,1.6468,54000,14050000,0.0437,2.729,260.1852,0.3463,821839636,N/A,1333906564,15594680,0,25311320,70.9755,24.5654,15.913,N/A,
000006.SZ,深振业A,1992-07-20,1.6468,1.6515,1.7343,1.6515,1.7343,26400,7190000,0.0875,5.3131,272.3485,0.1693,865504740,N/A,1404778260,15594680,0,25311320,74.7465,25.8706,16.7584,N/A,
000006.SZ,深振业A,1992-07-21,1.7343,1.739,1.7436,1.6811,1.6874,46400,12576000,-0.0469,-2.7027,271.0345,0.2975,842112720,N/A,1366811280,15594680,0,25311320,72.7263,25.1714,16.3055,N/A,
000006.SZ,深振业A,1992-07-22,1.6874,1.6827,1.728,1.6718,1.7155,125000,68625000,0.0281,1.6667,549,0.8016,856147932,N/A,1389591468,15594680,0,25311320,73.9384,25.5909,16.5773,N/A,
000006.SZ,深振业A,1992-07-23,1.7155,1.7155,1.7358,1.703,1.7249,31200,8596000,0.0094,0.5464,275.5128,0.2001,860826336,N/A,1397184864,15594680,0,25311320,74.3425,25.7307,16.6678,N/A,
000006.SZ,深振业A,1992-07-24,1.7249,1.728,1.7655,1.728,1.7624,27000,7582000,0.0375,2.1739,280.8148,0.1731,879539952,N/A,1427558448,15594680,0,25311320,75.9586,26.2901,17.0302,N/A,
000006.SZ,深振业A,1992-07-27,1.7624,1.7655,1.8186,1.7655,1.8186,20300,5846000,0.0562,3.1915,287.9803,0.1302,907610376,N/A,1473118824,15594680,0,25311320,78.3828,27.1292,17.5737,N/A,
000006.SZ,深振业A,1992-07-28,1.8186,1.8139,1.8436,1.8124,1.8124,38000,11094000,-0.0062,-0.3436,291.9474,0.2437,904491440,N/A,1468056560,15594680,0,25311320,78.1135,27.0359,17.5133,N/A,
000006.SZ,深振业A,1992-07-29,1.8124,1.8124,1.8124,1.7905,1.8061,21900,6326000,-0.0062,-0.3448,288.8584,0.1404,901372504,N/A,1462994296,15594680,0,25311320,77.8441,26.9427,17.4529,N/A,
000006.SZ,深振业A,1992-07-30,1.8061,1.8061,1.8124,1.7968,1.8061,17700,5122000,0,0,289.3785,0.1135,901372504,N/A,1462994296,15594680,0,25311320,77.8441,26.9427,17.4529,N/A,
000006.SZ,深振业A,1992-07-31,1.8061,1.8124,1.8124,1.7968,1.7983,15900,4596000,-0.0078,-0.4325,289.0566,0.102,897473834,N/A,1456666466,15594680,0,25311320,77.5074,26.8262,17.3774,N/A,
000006.SZ,深振业A,1992-08-03,1.7983,1.7827,1.7968,1.6999,1.6999,14900,4199000,-0.0984,-5.4735,281.8121,0.0955,848350592,N/A,1376935808,15594680,0,25311320,73.265,25.3578,16.4263,N/A,
000006.SZ,深振业A,1992-08-04,1.6999,1.6999,1.7343,1.6718,1.7186,23600,6443000,0.0187,1.1029,273.0085,0.1513,857707400,N/A,1392122600,15594680,0,25311320,74.0731,25.6375,16.6074,N/A,
000006.SZ,深振业A,1992-08-05,1.7186,1.7186,1.7499,1.7186,1.7499,20900,5812000,0.0312,1.8182,278.0861,0.134,873302080,N/A,1417433920,15594680,0,25311320,75.4199,26.1037,16.9094,N/A,
000006.SZ,深振业A,1992-08-06,1.7499,1.7405,1.7405,1.728,1.7405,18700,5186000,-0.0094,-0.5357,277.3262,0.1199,868623676,N/A,1409840524,15594680,0,25311320,75.0159,25.9638,16.8188,N/A,
000006.SZ,深振业A,1992-08-07,1.7405,1.7452,1.7905,1.7186,1.7905,15100,4227000,0.05,2.8725,279.9338,0.0968,893575164,N/A,1450338636,15594680,0,25311320,77.1707,26.7096,17.3019,N/A,
000006.SZ,深振业A,1992-08-10,1.7905,1.7905,1.8671,1.7905,1.828,15800,4627000,0.0375,2.0942,292.8481,0.1013,912288780,N/A,1480712220,15594680,0,25311320,78.7869,27.269,17.6643,N/A,
000006.SZ,深振业A,1992-08-11,1.828,1.7046,1.7186,1.6874,1.7108,7700,2100000,-0.1172,-6.4103,272.7273,0.0494,853808730,N/A,1385794770,15594680,0,25311320,73.7364,25.521,16.532,N/A,
000006.SZ,深振业A,1992-08-12,1.7108,1.7108,1.7499,1.6874,1.7202,37400,10307000,0.0094,0.5479,275.5882,0.2398,858487134,N/A,1393388166,15594680,0,25311320,74.1404,25.6608,16.6225,N/A,
000006.SZ,深振业A,1992-08-13,1.7202,1.7202,1.7202,1.6374,1.6374,33700,9069000,-0.0828,-4.8138,269.1098,0.2161,817161232,N/A,1326313168,15594680,0,25311320,70.5715,24.4256,15.8224,N/A,
000006.SZ,深振业A,1992-08-14,1.6374,1.6374,1.6936,1.628,1.6905,56500,14996000,0.0531,3.2443,265.4159,0.3623,843672188,N/A,1369342412,15594680,0,25311320,72.861,25.218,16.3357,N/A,
000006.SZ,深振业A,1992-08-17,1.6905,1.714,1.7655,1.714,1.7374,30700,8586000,0.0469,2.7726,279.6743,0.1969,867064208,N/A,1407309392,15594680,0,25311320,74.8812,25.9172,16.7886,N/A,
000006.SZ,深振业A,1992-08-18,1.7374,1.7374,1.753,1.7046,1.7296,24800,6870000,-0.0078,-0.4496,277.0161,0.159,863165538,N/A,1400981562,15594680,0,25311320,74.5445,25.8007,16.7131,N/A,
000006.SZ,深振业A,1992-08-19,1.7296,1.7327,1.7499,1.7249,1.7343,26900,7474000,0.0047,0.271,277.8439,0.1725,865504740,N/A,1404778260,15594680,0,25311320,74.7465,25.8706,16.7584,N/A,
000006.SZ,深振业A,1992-08-20,1.7343,1.7343,1.7343,1.6843,1.6843,49600,13491000,-0.05,-2.8829,271.996,0.3181,840553252,N/A,1364280148,15594680,0,25311320,72.5916,25.1248,16.2753,N/A,
000006.SZ,深振业A,1992-08-21,1.6843,1.6874,1.6874,1.653,1.6655,47700,12700000,-0.0187,-1.1132,266.2474,0.3059,831196444,N/A,1349093356,15594680,0,25311320,71.7836,24.8451,16.0941,N/A,
000006.SZ,深振业A,1992-08-24,1.6655,1.6608,1.6608,1.6171,1.6218,41600,10844000,-0.0437,-2.6266,260.6731,0.2668,809363892,N/A,1313657508,15594680,0,25311320,69.8981,24.1925,15.6714,N/A,
000006.SZ,深振业A,1992-08-25,1.6218,1.6218,1.6218,1.5936,1.5968,39400,10139000,-0.025,-1.5414,257.335,0.2527,796888148,N/A,1293408452,15594680,0,25311320,68.8207,23.8196,15.4298,N/A,
000006.SZ,深振业A,1992-08-26,1.5968,1.5936,1.6483,1.5921,1.6218,23100,5994000,0.025,1.5656,259.4805,0.1481,809363892,N/A,1313657508,15594680,0,25311320,69.8981,24.1925,15.6714,N/A,
000006.SZ,深振业A,1992-08-27,1.6218,1.6265,1.6405,1.6093,1.6218,17100,4447000,0,0,260.0585,0.1097,809363892,N/A,1313657508,15594680,0,25311320,69.8981,24.1925,15.6714,N/A,
000006.SZ,深振业A,1992-08-28,1.6218,1.6311,1.6311,1.6093,1.6311,17900,4653000,0.0094,0.578,259.9441,0.1148,814042296,N/A,1321250904,15594680,0,25311320,70.3021,24.3323,15.762,N/A,
000006.SZ,深振业A,1992-08-31,1.6311,1.6265,1.6265,1.5905,1.5936,10300,2653000,-0.0375,-2.2989,257.5728,0.066,795328680,N/A,1290877320,15594680,0,25311320,68.686,23.773,15.3996,N/A,
000006.SZ,深振业A,1992-09-01,1.5936,1.5843,1.589,1.5655,1.5655,12000,3029000,-0.0281,-1.7647,252.4167,0.0769,781293468,N/A,1268097132,15594680,0,25311320,67.4739,23.3534,15.1279,N/A,
000006.SZ,深振业A,1992-09-02,1.5655,1.5624,1.5624,1.4843,1.5312,21600,5268000,-0.0344,-2.1956,243.8889,0.1385,764139320,N/A,1240254680,15594680,0,25311320,65.9924,22.8407,14.7957,N/A,
000006.SZ,深振业A,1992-09-03,1.5312,1.5312,1.5405,1.4843,1.5202,24100,5880000,-0.0109,-0.7143,243.9834,0.1545,758681182,N/A,1231395718,15594680,0,25311320,65.521,22.6775,14.69,N/A,
000006.SZ,深振业A,1992-09-04,1.5202,1.514,1.514,1.453,1.453,26100,6153000,-0.0672,-4.4193,235.7471,0.1674,725152620,N/A,1176976380,15594680,0,25311320,62.6254,21.6754,14.0408,N/A,
000006.SZ,深振业A,1992-09-07,1.453,1.4468,1.4468,1.3202,1.328,29900,6643000,-0.125,-8.6022,222.1739,0.1917,662773900,N/A,1075731100,15594680,0,25311320,57.2383,19.8108,12.833,N/A,
000006.SZ,深振业A,1992-09-08,1.328,1.328,1.4062,1.328,1.4062,65100,14327000,0.0781,5.8824,220.0768,0.4175,701760600,N/A,1139009400,15594680,0,25311320,60.6053,20.9761,13.5879,N/A,
000006.SZ,深振业A,1992-09-09,1.4062,1.4108,1.5468,1.4108,1.5343,38200,8947000,0.1281,9.1111,234.2147,0.245,765698788,N/A,1242785812,15594680,0,25311320,66.1271,22.8873,14.8259,N/A,
000006.SZ,深振业A,1992-09-10,1.5343,1.539,1.6124,1.539,1.6108,90600,22897000,0.0766,4.9898,252.7263,0.581,803905754,N/A,1304798546,15594680,0,25311320,69.4267,24.0293,15.5657,N/A,
000006.SZ,深振业A,1992-09-11,1.6108,1.6093,1.6499,1.578,1.6405,64000,16431000,0.0297,1.8429,256.7344,0.4104,818720700,N/A,1328844300,15594680,0,25311320,70.7061,24.4722,15.8526,N/A,
000006.SZ,深振业A,1992-09-14,1.6405,1.6452,1.6671,1.5593,1.5593,46200,12095000,-0.0812,-4.9524,261.7965,0.2963,778174532,N/A,1263034868,15594680,0,25311320,67.2045,23.2602,15.0675,N/A,
000006.SZ,深振业A,1992-09-15,1.5593,1.5546,1.5936,1.5312,1.5733,56900,14200000,0.0141,0.9018,249.5606,0.3649,785192138,N/A,1274424962,15594680,0,25311320,67.8106,23.47,15.2034,N/A,
000006.SZ,深振业A,1992-09-16,1.5733,1.5733,1.5936,1.5733,1.5811,33200,8421000,0.0078,0.4965,253.6446,0.2129,789090808,N/A,1280752792,15594680,0,25311320,68.1473,23.5865,15.2789,N/A,
000006.SZ,深振业A,1992-09-17,1.5811,1.5811,1.628,1.5811,1.6249,48600,12480000,0.0437,2.7668,256.7901,0.3116,810923360,N/A,1316188640,15594680,0,25311320,70.0328,24.2391,15.7016,N/A,
000006.SZ,深振业A,1992-09-18,1.6249,1.6249,1.6249,1.5936,1.603,28500,7318000,-0.0219,-1.3462,256.7719,0.1828,800007084,N/A,1298470716,15594680,0,25311320,69.09,23.9128,15.4902,N/A,
000006.SZ,深振业A,1992-09-21,1.603,1.6077,1.6077,1.5874,1.5905,27500,7009000,-0.0125,-0.7797,254.8727,0.1763,793769212,N/A,1288346188,15594680,0,25311320,68.5513,23.7264,15.3694,N/A,
000006.SZ,深振业A,1992-09-22,1.5905,1.5936,1.5936,1.5718,1.5718,11600,2944000,-0.0187,-1.1788,253.7931,0.0744,784412404,N/A,1273159396,15594680,0,25311320,67.7432,23.4467,15.1883,N/A,
000006.SZ,深振业A,1992-09-23,1.5718,1.5765,1.6093,1.5765,1.6093,21500,5477000,0.0375,2.3857,254.7442,0.1379,803126020,N/A,1303532980,15594680,0,25311320,69.3594,24.006,15.5506,N/A,
000006.SZ,深振业A,1992-09-24,1.6093,1.6186,1.6468,1.6186,1.6436,36400,9519000,0.0344,2.1359,261.511,0.2334,820280168,N/A,1331375432,15594680,0,25311320,70.8408,24.5188,15.8828,N/A,
000006.SZ,深振业A,1992-09-25,1.6436,1.6483,1.6718,1.6061,1.6093,29400,7764000,-0.0344,-2.0913,264.0816,0.1885,803126020,N/A,1303532980,15594680,0,25311320,69.3594,24.006,15.5506,N/A,
000006.SZ,深振业A,1992-09-28,1.6093,1.6093,1.6155,1.578,1.6046,12400,3180000,-0.0047,-0.2913,256.4516,0.0795,800786818,N/A,1299736282,15594680,0,25311320,69.1573,23.9361,15.5053,N/A,
000006.SZ,深振业A,1992-09-29,1.6046,1.6093,1.6093,1.5968,1.6061,16000,4110000,0.0016,0.0974,256.875,0.1026,801566552,N/A,1301001848,15594680,0,25311320,69.2247,23.9594,15.5204,N/A,
000006.SZ,深振业A,1992-09-30,1.6061,1.603,1.6093,1.5936,1.6061,20200,5183000,0,0,256.5842,0.1295,801566552,N/A,1301001848,15594680,0,25311320,69.2247,23.9594,15.5204,N/A,
000006.SZ,深振业A,1992-10-05,1.6061,1.6108,1.6186,1.5937,1.5968,7200,1859000,-0.0093,-0.5814,258.1944,0.0462,800007084,N/A,1298470716,15594680,0,25311320,69.09,23.9128,15.4902,N/A,
000006.SZ,深振业A,1992-10-06,1.5968,1.603,1.603,1.5563,1.575,10400,2634000,-0.0218,-1.3645,253.2692,0.0667,789090808,N/A,1280752792,15594680,0,25311320,68.1473,23.5865,15.2789,N/A,
000006.SZ,深振业A,1992-10-07,1.575,1.5797,1.6093,1.5595,1.5921,13100,3307000,0.0171,1.087,252.4427,0.084,797667882,N/A,1294674018,15594680,0,25311320,68.888,23.8429,15.4449,N/A,
000006.SZ,深振业A,1992-10-08,1.5921,1.603,1.6124,1.5812,1.5875,11000,2825000,-0.0047,-0.2933,256.8182,0.0705,795328680,N/A,1290877320,15594680,0,25311320,68.686,23.773,15.3996,N/A,
000006.SZ,深振业A,1992-10-09,1.5875,1.603,1.6046,1.5937,1.603,13600,3498000,0.0156,0.9804,257.2059,0.0872,803126020,N/A,1303532980,15594680,0,25311320,69.3594,24.006,15.5506,N/A,
000006.SZ,深振业A,1992-10-12,1.603,1.6186,1.6342,1.5968,1.5999,12700,3292000,-0.0031,-0.1942,259.2126,0.0814,801566552,N/A,1301001848,15594680,0,25311320,69.2247,23.9594,15.5204,N/A,
000006.SZ,深振业A,1992-10-13,1.5999,1.5999,1.6108,1.5921,1.5921,7500,1922000,-0.0078,-0.4864,256.2667,0.0481,797667882,N/A,1294674018,15594680,0,25311320,68.888,23.8429,15.4449,N/A,
000006.SZ,深振业A,1992-10-14,1.5921,1.5875,1.6061,1.5719,1.5875,17900,4572000,-0.0047,-0.2933,255.419,0.1148,795328680,N/A,1290877320,15594680,0,25311320,68.686,23.773,15.3996,N/A,
000006.SZ,深振业A,1992-10-15,1.5875,1.5859,1.603,1.5828,1.603,20800,5325000,0.0156,0.9804,256.0096,0.1334,803126020,N/A,1303532980,15594680,0,25311320,69.3594,24.006,15.5506,N/A,
